datetime,tamin_degC,tamax_degC,ptot_mm
1988-02-27,-31.25535324,-18.881339340209962,0.21107953786849976
1988-02-28,-33.07034424,-16.83187225341797,1.139639139175415
1988-02-29,-25.49903229,-9.809432296752929,4.113841533660889
1988-03-01,-30.59708908,-20.930894165039064,0.0
1988-03-02,-30.18855026,-19.549968032836915,0.0
1988-03-03,-32.70406464,-18.354714660644532,0.049475908279418945
1988-03-04,-32.23764542,-22.26418426513672,0.0
1988-03-05,-34.93307617,-24.520554809570314,0.0
1988-03-06,-35.25533035,-22.402810363769532,0.3586910367012024
1988-03-07,-35.50344208,-20.818434982299806,0.0
1988-03-08,-34.42564514,-15.118215827941894,1.5779885053634644
1988-03-09,-22.48283127,-8.175336151123046,0.0
1988-03-10,-27.98520592,-13.254350929260253,0.3016663193702698
1988-03-11,-28.75958183,-19.118613510131837,0.16945326328277588
1988-03-12,-22.72235992,-13.474421768188476,1.6725009679794312
1988-03-13,-16.03398254,-10.385836868286132,3.2109920978546143
1988-03-14,-15.81156567,-5.438140659332276,0.3809860944747925
1988-03-15,-16.94399193,-2.499011187553406,0.0
1988-03-16,-22.82338646,-10.366753845214843,0.08299283683300018
1988-03-17,-23.68282249,-12.460019378662109,0.0
1988-03-18,-21.116689,-10.308632164001464,0.08992169052362442
1988-03-19,-29.46933868,-13.787435798645019,0.19501207768917084
1988-03-20,-31.52089432,-20.156697540283204,0.1758916974067688
1988-03-21,-29.38561943,-17.18431594848633,0.12053927034139633
1988-03-22,-30.5947316,-18.083482055664064,0.0
1988-03-23,-28.98359993,-11.72074535369873,0.01739792712032795
1988-03-24,-15.52862099,-5.910359649658203,1.7298961877822876
1988-03-25,-17.32395294,-5.854516296386719,0.0
1988-03-26,-17.22818878,-3.4097049522399905,4.570880889892578
1988-03-27,-12.15818336,0.9929123830795288,1.299081563949585
1988-03-28,-15.74996498,-8.403876094818115,0.4787931442260742
1988-03-29,-21.53343704,-11.473704605102538,1.6129037141799927
1988-03-30,-22.67287949,-2.614902048110962,2.6239254474639893
1988-03-31,-10.37764767,0.44657155990600583,0.017906609922647476
1988-04-01,-16.81997803,-7.22742488861084,0.005148326978087425
1988-04-02,-14.11970547,-7.287457733154297,1.6241490840911865
1988-04-03,-11.41943291,-0.7976677405834198,0.28680694103240967
1988-04-04,-11.62403229,-3.240018873214722,0.0
1988-04-05,-12.86762932,2.676639766693115,0.0
1988-04-06,-1.911674528,4.409917087554931,9.64937686920166
1988-04-07,-12.91764191,1.475631923675537,2.4555349349975586
1988-04-08,-23.74000862,-8.688609390258788,0.039760928601026535
1988-04-09,-23.36950043,-12.626686363220214,0.4168032109737396
1988-04-10,-21.53261497,-5.60077693939209,0.0
1988-04-11,-13.35858849,0.7460518789291382,0.0
1988-04-12,-4.206424742,3.8213650894165037,0.6427406668663025
1988-04-13,-2.224980979,5.68245002746582,0.0
1988-04-14,-3.037786512,6.436509342193603,0.08919050544500351
1988-04-15,-4.444289951,5.647727222442627,0.0
1988-04-16,-8.949663429,1.3793844890594482,0.030414151027798653
1988-04-17,-9.034507065,-1.8239964532852173,0.0
1988-04-18,0.062715442,4.909507484436035,0.6837249994277954
1988-04-19,1.462344379,4.705952377319336,0.1006224974989891
1988-04-20,-2.01202002,2.8931016635894773,0.49466803669929504
1988-04-21,-5.905446796,2.3830928516387937,1.677453637123108
1988-04-22,0.005883725,4.65256664276123,0.021187979727983475
1988-04-23,-3.527760296,3.07645580291748,0.0
1988-04-24,-8.04154232,0.41506603479385373,0.0
1988-04-25,-6.777859478,-2.2951510238647463,0.0
1988-04-26,-6.705740242,-3.7435810852050784,0.0
1988-04-27,-5.939712791,-0.11805510401725772,0.0
1988-04-28,-7.154152184,3.2295067024230955,0.0
1988-04-29,-2.087663202,7.047191352844238,6.694161891937256
1988-04-30,-2.434530168,11.979243965148926,0.0
1988-05-01,-1.601491003,13.329694480895997,0.0
1988-05-02,2.733485193,13.048336715698243,0.0
1988-05-03,3.833675117,11.811424942016602,0.04894425347447395
1988-05-04,-1.780610113,9.47532341003418,0.0
1988-05-05,-5.92883852,0.5191986274719238,0.0
1988-05-06,-4.537151604,-2.295141248703003,0.0
1988-05-07,-5.270635395,3.2922184181213376,0.0
1988-05-08,-0.611018116,3.9948880386352537,4.503028392791748
